S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
32,1.31164E+18,10/1/2020 12:18,NACOINDIA,National AIDS Control Organisation,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",2444,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Physical Distancing is important to prevent the spread of #COVID19. 

Avoid large gatherings &amp; ma…",New Delhi,,,en,5,0,Thu Aug 30 04:20:18 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter Web App,,
33,1.31164E+18,10/1/2020 12:18,NACOINDIA,National AIDS Control Organisation,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",2444,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…",New Delhi,,,en,9,0,Thu Aug 30 04:20:18 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter Web App,,
34,1.31164E+18,10/1/2020 12:18,NACOINDIA,National AIDS Control Organisation,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",2444,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Keep Calm and Mask On 😷

Don't share your mask with others.

#StaySafe #IndiaWillWin https://t.co/…",New Delhi,,,en,7,0,Thu Aug 30 04:20:18 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'StaySafe', 'indices': [102, 111]}, {'text': 'IndiaWillWin', 'indices': [112, 125]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter Web App,,
35,1.31164E+18,10/1/2020 12:18,nidhi_delhi,Nidhi Sharma,,514,"RT @thebetterindia: ""I got a list of about 15 lakh migrants who returned to Rajasthan from the government. So I decided to help."" #IndiaFig…",New Delhi,,,en,3,0,Sat Aug 20 16:02:15 +0000 2011,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'thebetterindia', 'name': 'The Better India', 'id': 16093478, 'id_str': '16093478', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
36,1.31164E+18,10/1/2020 12:18,NACOINDIA,National AIDS Control Organisation,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",2444,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Caring for children during #COVID19. 

➡️Educate your child
➡️Provide them sensitive and caring…",New Delhi,,,en,6,0,Thu Aug 30 04:20:18 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [70, 78]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter Web App,,
37,1.31164E+18,10/1/2020 12:18,Priya55184614,Priya,student,0,"RT @mygovindia: Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5 #IndiaFightsCorona…",,,,en,15,0,Tue Jun 30 06:07:23 +0000 2020,"{'hashtags': [{'text': 'Unlock5', 'indices': [112, 120]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
38,1.31164E+18,10/1/2020 12:17,memberofbjp,Anil Brahmaniya🌷BJP🌷,"🌷 BJP ITSM Vice President Ward - 9, Nadiad / Member Of ITSM Kheda Dist./ Studied MCA / Sr. Software Engineer⌨️/🚩जय माताजी🚩
🚩जय श्री राम🚩
🇮🇳 जय भारत  🇮🇳",238,"RT @mygovindia: Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5 #IndiaFightsCorona…","Nadiad, India",,,en,15,0,Sun Jun 19 10:12:37 +0000 2011,"{'hashtags': [{'text': 'Unlock5', 'indices': [112, 120]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
39,1.31164E+18,10/1/2020 12:15,RT_Himachal,Himachali Retweets,"A tweet bot, that retweets, #himachal, #himachalPradesh. If you don't want me to retweet, please block this account.",4913,"RT @Theupdater_: #Himachalpradesh 5:00 PM BULLETIN | 01 OCTOBER 2020

📌65 new cases, 218 recovered &amp; 7 Deaths reported today till 5pm.

➡️#…","Himachal Pradesh, India",,,en,1,0,Thu Jan 22 11:21:34 +0000 2015,"{'hashtags': [{'text': 'Himachalpradesh', 'indices': [17, 33]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Theupdater_', 'name': 'COVID19 INDIA & OTHER', 'id': 1266650651339165696, 'id_str': '1266650651339165696', 'indices': [3, 15]}], 'urls': []}",FALSE,himachalibot,,
40,1.31164E+18,10/1/2020 12:15,Theupdater_,COVID19 INDIA & OTHER,"Just a volunteer, providing updates across India within a minute just after concerned governments releases the data.",4338,"#Himachalpradesh 5:00 PM BULLETIN | 01 OCTOBER 2020

📌65 new cases, 218 recovered &amp; 7 Deaths reported today till 5p… https://t.co/otQpLXpdvZ",Turn on post Notifications🔔,,,en,1,5,Sat May 30 08:40:55 +0000 2020,"{'hashtags': [{'text': 'Himachalpradesh', 'indices': [0, 16]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/otQpLXpdvZ', 'expanded_url': 'https://twitter.com/i/web/status/1311640982471929858', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",FALSE,Twitter for Android,,
41,1.31164E+18,10/1/2020 12:15,AmbatiSandeep4,Ambati Sandeep,,54,"RT @kishanreddybjp: As #IndiaFightsCorona, it is imperative we stick to all #COVID19 related hygiene protocols and norms. 

For those who h…","Hyderabad, Telangana",,,en,4,0,Sun Sep 03 06:32:15 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [23, 41]}, {'text': 'COVID19', 'indices': [76, 84]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kishanreddybjp', 'name': 'G Kishan Reddy', 'id': 160509668, 'id_str': '160509668', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
42,1.31164E+18,10/1/2020 12:15,PAdigiri,Prasenjit Adigiri,"🙏🚩ॐ नमः शिवाय🚩🙏 
#BJP Worker #RSS Follower #Nationalist #Independent 
🇮🇳West Bengal - Howrah 
Honoured by National Vice President
@SantoshRanjan_ #BJYM",737,"RT @mygovindia: Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5 #IndiaFightsCorona…","West Bengal, India",,,en,15,0,Mon Jun 25 16:01:26 +0000 2018,"{'hashtags': [{'text': 'Unlock5', 'indices': [112, 120]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
43,1.31164E+18,10/1/2020 12:15,PIBAizawl,PIB in Mizoram,"Official Twitter account of Press Information Bureau, Government of India, Mizoram, Aizawl.",4025,"RT @PIB_India: #CoronaWatch

◾ 63,12,584 total confirmed cases
◾ 52,73,201 cases cured/recovered 
◾ 7,56,19,781 samples tested 

Here's the…","Mizoram, India",,,en,27,0,Fri Oct 20 08:54:10 +0000 2017,"{'hashtags': [{'text': 'CoronaWatch', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [3, 13]}], 'urls': []}",TRUE,Twitter for Android,,
44,1.31164E+18,10/1/2020 12:15,VudthuriJanare2,Vudthuri Janareddy,private teacher,6,"RT @kishanreddybjp: As #IndiaFightsCorona, it is imperative we stick to all #COVID19 related hygiene protocols and norms. 

For those who h…",,,,en,4,0,Mon Sep 21 14:53:53 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [23, 41]}, {'text': 'COVID19', 'indices': [76, 84]}], 'symbols': [], 'user_mentions': [{'screen_name': 'kishanreddybjp', 'name': 'G Kishan Reddy', 'id': 160509668, 'id_str': '160509668', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
45,1.31164E+18,10/1/2020 12:15,MIB_India,MIB India 🇮🇳 #StayHome #StaySafe,"This is the official twitter account of Ministry of Information and Broadcasting, Government of India. Follow 
@MIB_Hindi for tweets in Hindi.",1260451,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Caring for children during #COVID19. 

➡️Educate your child
➡️Provide them sensitive and caring…","New Delhi, India",,,en,6,0,Fri Nov 02 06:26:58 +0000 2012,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [70, 78]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter for Android,,
46,1.31164E+18,10/1/2020 12:14,sangeeta_hem,Sangeeta Hemrajani,"Joint Director, STPI Noida",63,"RT @stpiindia: As digitisation &amp; automation have become the trend of the day, business leaders should explore which processes should be aut…",,,,en,127,0,Thu Jan 15 10:21:31 +0000 2015,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter for Android,,
47,1.31164E+18,10/1/2020 12:14,PoliticalBy,Political Knowledge By: Vivek Sharma,"Knowledge About Politics and Current Affairs.
For Latest Updates, Subscribe my Youtube Channel. 
Name: Political Knowledge By: Vivek Sharma.",42,"RT @mygovindia: Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5 #IndiaFightsCorona…","Chandigarh, India",,,en,15,0,Mon Aug 10 18:10:40 +0000 2020,"{'hashtags': [{'text': 'Unlock5', 'indices': [112, 120]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
48,1.31164E+18,10/1/2020 12:14,DeepakPatrewal,Priyanshu Deepak Patrewal,⚔️🇮🇳 इंकलाब जिंदाबाद 🇮🇳⚔️,120,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Caring for children during #COVID19. 

➡️Educate your child
➡️Provide them sensitive and caring…","Meerut, India",,,en,6,0,Sun Mar 08 08:39:43 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [70, 78]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
49,1.31164E+18,10/1/2020 12:14,COVIDNewsByMIB,#IndiaFightsCorona,Official Government of India updates on #COVID19 by @MIB_India.,111706,"#IndiaFightsCorona: 

📍Caring for children during #COVID19. 

➡️Educate your child
➡️Provide them sensitive and car… https://t.co/ehucUx6b25",,,,en,6,11,Tue Mar 31 07:41:35 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [50, 58]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ehucUx6b25', 'expanded_url': 'https://twitter.com/i/web/status/1311640590040199169', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,,
50,1.31164E+18,10/1/2020 12:13,nareshkumbhani,नरेश कुंभाणी,"Nation First 🇮🇳
#Sacular Stay Away,,all RT is not endorsements...
#Follo_to_Follow",3021,"RT @mygovindia: Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5 #IndiaFightsCorona…",Veraval Gir Somnath ,,,en,15,0,Thu Aug 08 11:53:52 +0000 2013,"{'hashtags': [{'text': 'Unlock5', 'indices': [112, 120]}, {'text': 'IndiaFightsCorona', 'indices': [121, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
51,1.31164E+18,10/1/2020 12:12,mygovindia,MyGovIndia,"Citizen engagement platform of Government of India, giving people the opportunity to work towards Surajya with their ideas & grass root level contribution.",2232354,"Guidelines for Re-opening of Schools, Colleges and Educational Institutions after 15th October. #Unlock5… https://t.co/DIITwNI5Ag",New Delhi,,,en,15,63,Mon Jul 28 06:57:18 +0000 2014,"{'hashtags': [{'text': 'Unlock5', 'indices': [96, 104]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DIITwNI5Ag', 'expanded_url': 'https://twitter.com/i/web/status/1311640201941319680', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [106, 129]}]}",TRUE,Twitter Web App,,
52,1.31164E+18,10/1/2020 12:12,AntonyArun_R,Antony Arun.R ᵐᵃˢᵗᵉʳ,Thalapathy @actorvijay Rasigan...💙,117,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Activities permitted from Oct 15 in areas outside Containment Zones:

▶️Swimming pools used for t…",Bangalore ,,,en,22,0,Sat Apr 22 14:39:23 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
53,1.31164E+18,10/1/2020 12:12,iayushchoudhary,Ayush Choudhary,"Youth Leader BJP || Social Worker || Entrepreneur ||

Retweet is a sharing, not an endorsement.",1121,RT @mygovindia: Activities to Re-open in #Unlock5 outside Containment Zones after 15 October. #IndiaFightsCorona https://t.co/dbU1ovECdV,"उत्तर प्रदेश, भारत",,,en,15,0,Thu Sep 15 02:55:58 +0000 2011,"{'hashtags': [{'text': 'Unlock5', 'indices': [41, 49]}, {'text': 'IndiaFightsCorona', 'indices': [94, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 1311636297329471488, 'id_str': '1311636297329471488', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'url': 'https://t.co/dbU1ovECdV', 'display_url': 'pic.twitter.com/dbU1ovECdV', 'expanded_url': 'https://twitter.com/mygovindia/status/1311636491303481346/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1037, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 588, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1250, 'resize': 'fit'}}, 'source_status_id': 1311636491303481346, 'source_status_id_str': '1311636491303481346', 'source_user_id': 2686834802, 'source_user_id_str': '2686834802'}]}",FALSE,Twitter for Android,,
54,1.31164E+18,10/1/2020 12:11,MAYANKAGARWALB,Mayank kumar Agarwal,"माननीय प्रधानमंत्री @narendramodi और @AmitShah का परम प्रशंसक , जय मोदी राज",1314,RT @mygovindia: Activities to Re-open in #Unlock5 outside Containment Zones after 15 October. #IndiaFightsCorona https://t.co/dbU1ovECdV,ALIGARH (UP),,,en,15,0,Wed Aug 27 09:28:23 +0000 2014,"{'hashtags': [{'text': 'Unlock5', 'indices': [41, 49]}, {'text': 'IndiaFightsCorona', 'indices': [94, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 1311636297329471488, 'id_str': '1311636297329471488', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'url': 'https://t.co/dbU1ovECdV', 'display_url': 'pic.twitter.com/dbU1ovECdV', 'expanded_url': 'https://twitter.com/mygovindia/status/1311636491303481346/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1037, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 588, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1250, 'resize': 'fit'}}, 'source_status_id': 1311636491303481346, 'source_status_id_str': '1311636491303481346', 'source_user_id': 2686834802, 'source_user_id_str': '2686834802'}]}",FALSE,Twitter for Android,,
55,1.31164E+18,10/1/2020 12:10,kishanreddybjp,G Kishan Reddy,"Minister of State for Home Affairs, Government of India | MP - Secunderabad | కేంద్ర హోంశాఖ సహాయ మంత్రి, భారత ప్రభుత్వం | गृह राज्य मंत्री, भारत सरकार",221373,"As #IndiaFightsCorona, it is imperative we stick to all #COVID19 related hygiene protocols and norms. 

For those w… https://t.co/2Mmb8XPOrO","Hyderabad, Telangana.",,,en,4,20,Mon Jun 28 11:05:12 +0000 2010,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [3, 21]}, {'text': 'COVID19', 'indices': [56, 64]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2Mmb8XPOrO', 'expanded_url': 'https://twitter.com/i/web/status/1311639688642396165', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter for Android,,
56,1.31164E+18,10/1/2020 12:10,hvalwala,Hinal Valwala,"(General Secretary)Bhartiya Janta Party Surat
Ward 9
🇮🇳@bjp4Gujrat🇮🇳
🚩 जय श्री राम🚩",1336,RT @mygovindia: Activities to Re-open in #Unlock5 outside Containment Zones after 15 October. #IndiaFightsCorona https://t.co/dbU1ovECdV,"Surat, India",,,en,15,0,Sun Jun 21 12:28:20 +0000 2015,"{'hashtags': [{'text': 'Unlock5', 'indices': [41, 49]}, {'text': 'IndiaFightsCorona', 'indices': [94, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 1311636297329471488, 'id_str': '1311636297329471488', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'url': 'https://t.co/dbU1ovECdV', 'display_url': 'pic.twitter.com/dbU1ovECdV', 'expanded_url': 'https://twitter.com/mygovindia/status/1311636491303481346/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1037, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 588, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1250, 'resize': 'fit'}}, 'source_status_id': 1311636491303481346, 'source_status_id_str': '1311636491303481346', 'source_user_id': 2686834802, 'source_user_id_str': '2686834802'}]}",FALSE,Twitter for Android,,
57,1.31164E+18,10/1/2020 12:09,memberofbjp,Anil Brahmaniya🌷BJP🌷,"🌷 BJP ITSM Vice President Ward - 9, Nadiad / Member Of ITSM Kheda Dist./ Studied MCA / Sr. Software Engineer⌨️/🚩जय माताजी🚩
🚩जय श्री राम🚩
🇮🇳 जय भारत  🇮🇳",238,RT @mygovindia: Activities to Re-open in #Unlock5 outside Containment Zones after 15 October. #IndiaFightsCorona https://t.co/dbU1ovECdV,"Nadiad, India",,,en,15,0,Sun Jun 19 10:12:37 +0000 2011,"{'hashtags': [{'text': 'Unlock5', 'indices': [41, 49]}, {'text': 'IndiaFightsCorona', 'indices': [94, 112]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': 2686834802, 'id_str': '2686834802', 'indices': [3, 14]}], 'urls': [], 'media': [{'id': 1311636297329471488, 'id_str': '1311636297329471488', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjPeQ1jU8AAHi06.jpg', 'url': 'https://t.co/dbU1ovECdV', 'display_url': 'pic.twitter.com/dbU1ovECdV', 'expanded_url': 'https://twitter.com/mygovindia/status/1311636491303481346/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1037, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 588, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1250, 'resize': 'fit'}}, 'source_status_id': 1311636491303481346, 'source_status_id_str': '1311636491303481346', 'source_user_id': 2686834802, 'source_user_id_str': '2686834802'}]}",FALSE,Twitter for Android,,
